X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,label,damage_category,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
7,5,4.468204330914934,26.2,94.3,1.8082887711792655,8.2,51,6.7,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4,4.517431271680085,35.4,669.1,2.0412203288596382,18.0,33,0.9,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7,4,4.517431271680085,43.7,686.9,2.0412203288596382,14.6,33,1.3,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,6,4.529368472571809,33.3,77.5,2.302585092994046,8.3,97,4.0,1,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,6,4.5031374604229395,51.3,102.2,2.3608540011180215,11.4,99,1.8,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,6,4.535820107853298,85.3,488.0,2.7536607123542622,22.2,29,5.4,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.535820107853298,88.9,495.6,2.2512917986064953,24.1,27,3.1,0,0.0,No damage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.52720864451838,145.4,608.2,2.4595888418037104,8.0,86,2.2,0,0.0,No damage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.5217885770490405,129.5,692.6,2.0794415416798357,13.1,63,5.4,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7,5,4.537961436294641,88.0,698.6,2.0918640616783932,22.8,40,4.0,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,4.537961436294641,88.0,698.6,2.0918640616783932,17.8,51,7.2,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,4.541164856012179,73.2,713.0,3.1612467120315646,19.3,38,4.0,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.520701029361641,126.5,686.5,2.0794415416798357,21.3,42,2.2,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.542230386214217,133.3,699.6,2.322387720290225,26.4,21,4.5,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,5,4.546481189639412,141.2,713.9,2.7013612129514133,22.9,44,5.4,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,4.529368472571809,35.8,80.8,2.174751721484161,15.1,27,5.4,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,5,4.45318382899021,32.8,664.2,1.3862943611198906,16.7,47,4.9,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,4,4.502029427068578,27.9,70.8,1.9878743481543455,15.9,35,4.0,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,4,4.469350462845556,27.4,97.1,1.8082887711792655,9.3,44,4.5,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,4.5217885770490405,129.5,692.6,2.0794415416798357,18.3,40,2.7,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,4,4.530446639792155,78.5,724.3,2.322387720290225,19.1,38,2.7,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,4.557029810660157,96.3,200.0,4.044804116661965,21.0,44,4.5,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,4,4.513054897080286,110.9,537.4,1.9740810260220096,19.5,43,5.8,0,0.0,No damage,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,4,4.548599834499697,139.4,594.2,3.0587070727153796,23.7,32,5.8,0,0.0,No damage,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,4,4.526126978647638,142.4,601.4,2.451005098112319,16.3,60,5.4,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,4,4.536891345234797,117.9,668.0,2.580216829592325,19.0,34,5.8,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,4.520701029361641,126.5,686.5,2.0794415416798357,19.4,48,1.3,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.547541073151455,145.4,721.4,2.2082744135228043,30.2,24,2.7,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.548599834499697,149.3,728.6,2.2082744135228043,22.8,39,3.6,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.557029810660157,85.1,692.3,2.827313621929028,25.4,24,3.6,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.4953553199808844,91.8,709.9,2.0918640616783932,11.2,78,7.6,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.4953553199808844,69.7,706.8,1.916922612182061,20.6,37,1.8,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.529368472571809,75.6,718.3,2.174751721484161,17.7,39,3.6,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.530446639792155,78.5,724.3,2.322387720290225,21.2,32,2.7,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.514150787600923,80.7,730.2,1.9878743481543455,18.2,62,4.5,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4.517431271680085,35.4,669.1,2.0412203288596382,21.7,24,4.5,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7,4,4.51085950651685,41.5,682.6,2.272125885509337,11.3,60,5.4,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,3,4.517431271680085,43.7,686.9,2.0412203288596382,17.8,27,4.0,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4,4.489759334476764,25.7,67.6,1.5686159179138452,14.1,43,2.7,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4.388257184424518,60.6,366.7,0.9162907318741551,23.3,37,3.1,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4.513054897080286,96.9,624.2,2.2925347571405443,18.4,42,6.7,0,0.0,No damage,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.562262684976815,108.3,647.1,2.8903717578961645,16.6,54,5.4,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.537961436294641,88.0,698.6,2.0918640616783932,19.6,48,2.7,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4.511957804265912,82.9,735.7,1.9740810260220096,12.9,74,4.9,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,6,4.557029810660157,85.1,692.3,2.827313621929028,25.9,24,4.0,0,0.0,No damage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,6,4.520701029361641,126.5,686.5,2.0794415416798357,14.7,70,3.6,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,4.55597994179732,62.3,442.9,2.4849066497880004,23.0,36,3.1,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4.4796069630127455,23.9,64.7,1.62924053973028,11.8,35,1.8,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4.484131857611035,52.2,103.8,1.791759469228055,11.0,46,5.8,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4.542230386214217,137.0,706.4,2.322387720290225,20.8,17,1.3,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4.513054897080286,99.6,631.2,1.9878743481543455,21.5,34,2.2,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,4.533674184283021,111.2,654.1,2.3608540011180215,20.4,42,4.9,0,0.0,No damage,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,3,4.533674184283021,111.2,654.1,2.3608540011180215,20.4,42,4.9,0,0.0,No damage,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,3,4.529368472571809,114.3,661.3,1.9878743481543455,17.6,45,3.6,0,0.0,No damage,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,3,4.542230386214217,137.0,706.4,2.322387720290225,27.7,24,2.2,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4.514150787600923,80.7,730.2,1.9878743481543455,17.8,63,4.9,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4.539030383483547,46.5,691.8,2.2823823856765264,13.8,50,2.7,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,4.442651256490317,9.3,34.0,1.1314021114911006,13.9,40,5.4,0,0.0,No damage,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,4.472780997942346,13.2,43.0,1.840549633397487,12.3,51,0.9,0,0.0,No damage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,4.5031374604229395,51.3,102.2,2.3608540011180215,11.5,39,5.8,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,4.5031374604229395,51.3,102.2,2.3608540011180215,5.5,59,6.3,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,4.543294782270004,75.3,466.6,2.1633230256605382,18.8,35,4.9,0,0.0,No damage,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.513054897080286,99.6,631.2,1.9878743481543455,20.8,33,2.7,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.522874943261261,103.2,638.8,1.916922612182061,23.1,31,3.1,0,0.0,No damage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.529368472571809,114.3,661.3,1.9878743481543455,18.6,44,4.5,0,0.0,No damage,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,4.536891345234797,117.9,668.0,2.580216829592325,23.0,37,4.5,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,4.536891345234797,117.9,668.0,2.580216829592325,19.6,33,5.4,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,4.536891345234797,117.9,668.0,2.580216829592325,19.6,33,6.3,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4.529368472571809,33.3,77.5,2.302585092994046,17.2,26,4.5,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4.523960130562548,48.3,97.8,2.6026896854443837,15.8,27,7.6,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4.557029810660157,85.1,692.3,2.827313621929028,17.7,37,3.6,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,4.529368472571809,33.3,77.5,2.302585092994046,15.6,25,6.3,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,4.497584975308154,147.3,614.5,2.302585092994046,17.3,43,4.5,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,4,4.546481189639412,141.2,713.9,2.7013612129514133,27.6,30,1.3,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,4.44500143383527,6.8,26.6,2.1633230256605382,6.7,79,3.1,0,0.0,No damage,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9,9,4.472780997942346,13.2,43.0,1.840549633397487,15.7,43,3.1,0,0.0,No damage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,4.484131857611035,52.2,103.8,1.791759469228055,8.3,72,3.1,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,4.511957804265912,108.0,529.8,2.6026896854443837,14.7,66,2.7,0,0.0,No damage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,4.5217885770490405,121.2,561.6,2.0794415416798357,21.6,19,6.7,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,2,4.526126978647638,142.4,601.4,2.451005098112319,19.5,39,6.3,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,4.513054897080286,99.6,631.2,1.9878743481543455,17.9,44,2.2,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,4.562262684976815,108.3,647.1,2.8903717578961645,18.6,51,4.5,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,2,4.533674184283021,111.2,654.1,2.3608540011180215,16.6,47,0.9,0,0.0,No damage,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,2,4.529368472571809,114.3,661.3,1.9878743481543455,20.2,45,3.6,0,0.0,No damage,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,4.542230386214217,137.0,706.4,2.322387720290225,21.5,15,0.9,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,4.542230386214217,137.0,706.4,2.322387720290225,25.4,27,2.2,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,4.542230386214217,137.0,706.4,2.322387720290225,22.4,34,2.2,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,4.548599834499697,149.3,728.6,2.2082744135228043,25.3,36,3.6,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,4.529368472571809,35.8,80.8,2.174751721484161,17.4,25,4.9,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,5,4.513054897080286,96.9,624.2,2.2925347571405443,14.7,59,5.8,0,0.0,No damage,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.529368472571809,35.8,80.8,2.174751721484161,17.4,24,5.4,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,6,4.535820107853298,85.3,488.0,2.7536607123542622,20.8,32,6.3,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.526126978647638,142.4,601.4,2.451005098112319,18.2,43,4.9,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,6,4.522874943261261,103.2,638.8,1.916922612182061,23.4,22,2.7,0,0.0,No damage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,4.507557357121091,90.0,704.4,1.7578579175523736,17.8,64,1.3,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.441474093317302,8.0,30.2,1.2809338454620645,12.7,48,1.8,0,0.0,No damage,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,4,4.526126978647638,142.4,601.4,2.451005098112319,11.6,87,4.5,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.526126978647638,142.4,601.4,2.451005098112319,19.8,39,5.4,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.526126978647638,142.4,601.4,2.451005098112319,19.8,39,5.4,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.497584975308154,147.3,614.5,2.302585092994046,14.4,66,5.4,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,4,4.562262684976815,108.3,647.1,2.8903717578961645,20.1,40,4.0,0,0.0,No damage,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,4,4.537961436294641,121.1,674.4,2.2617630984737906,24.1,29,4.5,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,4.420044701861403,3.7,9.3,1.3609765531356006,5.3,78,3.1,0,0.0,No damage,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,5,4.464758032271346,19.5,57.3,1.33500106673234,12.7,52,6.3,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4.526126978647638,30.7,74.3,2.1400661634962708,18.2,29,3.1,0,0.0,No damage,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4.513054897080286,99.6,631.2,1.9878743481543455,21.4,33,3.1,0,0.0,No damage,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,4.537961436294641,88.0,698.6,2.0918640616783932,20.3,45,3.1,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4.4953553199808844,91.8,709.9,2.0918640616783932,17.4,56,5.4,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4.464758032271346,19.5,57.3,1.33500106673234,13.7,43,5.8,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4.529368472571809,33.3,77.5,2.302585092994046,18.8,18,4.5,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4.507557357121091,90.0,704.4,1.7578579175523736,22.8,39,3.6,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.530446639792155,78.5,724.3,2.322387720290225,18.9,35,2.7,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.489759334476764,25.7,67.6,1.5686159179138452,15.8,27,7.6,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,5,4.489759334476764,25.7,67.6,1.5686159179138452,15.5,27,6.3,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4.529368472571809,35.8,80.8,2.174751721484161,11.6,30,6.3,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4.529368472571809,35.8,80.8,2.174751721484161,15.2,27,4.9,0,0.0,No damage,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4.511957804265912,39.7,86.6,1.9740810260220096,10.6,30,4.0,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4.543294782270004,75.3,466.6,2.1633230256605382,19.6,36,3.1,0,0.0,No damage,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.52720864451838,145.4,608.2,2.4595888418037104,10.3,74,2.2,0,0.0,No damage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.52720864451838,145.4,608.2,2.4595888418037104,17.1,43,5.4,0,0.0,No damage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,4.536891345234797,124.1,680.7,2.2512917986064953,22.5,42,5.4,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.447346100794524,73.4,671.9,1.4350845252893227,17.9,45,3.1,0,0.0,No damage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.557029810660157,85.1,692.3,2.827313621929028,19.8,50,5.4,0,0.0,No damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,4.539030383483547,46.5,691.8,2.2823823856765264,20.6,24,5.4,0,0.0,No damage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,5,4.484131857611035,52.2,103.8,1.791759469228055,9.0,49,2.2,0,0.0,No damage,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
